DOI,Classification,Triage decision,Document Type,Bibliography row,Classification method,Review needed,Low confidence,Fallback used,Fallback basis,Review reason,Evidence,Primary topic reason,Classifier version
10.1002/adma.201101852,Crystal engineering,N,Article,65,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Crystal engineering / Chemical synthesis; Assigned category is supported only by abstract evidence,Crystal engineering [abstract; crystallization and crystal growth]: crystallization,Phrase-group evidence favors Crystal engineering; no explicit primary-contribution rule applies.,4.0.0
10.1002/adma.201101952,Theory & modeling,N,Article,66,topic rules,True,True,False,,Review-article genre inferred from title/abstract; confirm if needed,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Theory & modeling [primary contribution rule; +30]: User taxonomy: review articles belong to Theory & modeling, regardless of the topic reviewed. Review identified from abstract.","User taxonomy: review articles belong to Theory & modeling, regardless of the topic reviewed. Review identified from abstract.",4.0.0
10.1002/adma.201104922,Chemical synthesis,N,Article,67,topic rules,False,False,False,,,"Chemical synthesis [title; synthetic routes]: microfluidic | Chemical synthesis [abstract; synthetic routes]: microfluidic | Chemical synthesis [primary contribution rule; +30]: Title foregrounds a synthetic route, post-synthetic transformation, or molecular reaction.","Title foregrounds a synthetic route, post-synthetic transformation, or molecular reaction.",4.0.0
10.1002/adma.201202447,Functional materials,N,Article,68,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Functional materials [abstract; adsorption, storage, and separation]: adsorption | Functional materials [primary contribution rule; +30]: Abstract links a stated application to performance or uptake results.",Abstract links a stated application to performance or uptake results.,4.0.0
10.1002/adma.201403827,Functional materials,N,Article,69,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Functional materials [abstract; adsorption, storage, and separation]: sorption, adsorption | Functional materials [primary contribution rule; +30]: Abstract links a stated application to performance or uptake results.",Abstract links a stated application to performance or uptake results.,4.0.0
10.1002/adma.201500789,Chemical synthesis,N,Article,70,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Chemical synthesis / Theory & modeling; Assigned category is supported only by abstract evidence; Review/perspective article; topic is coverage rather than a single original contribution,Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis,Phrase-group evidence favors Chemical synthesis; no explicit primary-contribution rule applies.,4.0.0
10.1002/adma.201602782,Chemical synthesis,N,Article,71,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Chemical synthesis / Theory & modeling; Assigned category is supported only by abstract evidence,Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis,Phrase-group evidence favors Chemical synthesis; no explicit primary-contribution rule applies.,4.0.0
10.1002/adma.201606134,Functional materials,N,Article,72,topic rules,False,False,False,,,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [title; biomedical and delivery applications]: cancer therapy | Functional materials [abstract; biomedical and delivery applications]: biocompatibility, drug delivery, cancer therapy | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1002/adma.201606290,Functional materials,Y,Article,73,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Functional materials / Chemical synthesis; Assigned category is supported only by abstract evidence,"Functional materials [abstract; sensing and optical function]: fluorescence, fluorescent",Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1002/adma.201606949,Theory & modeling,N,Article,74,topic rules,True,True,False,,Review-article genre inferred from title/abstract; confirm if needed,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [title; adsorption, storage, and separation]: membranes | Functional materials [abstract; adsorption, storage, and separation]: membranes, separations, membrane | Theory & modeling [primary contribution rule; +30]: User taxonomy: review articles belong to Theory & modeling, regardless of the topic reviewed. Review identified from abstract.","User taxonomy: review articles belong to Theory & modeling, regardless of the topic reviewed. Review identified from abstract.",4.0.0
10.1002/adma.201701804,Functional materials,Y,Article,75,topic rules,False,False,False,,,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [abstract; energy conversion and electrochemistry]: electrolytes | Functional materials [title; sensing and optical function]: luminescence | Functional materials [abstract; sensing and optical function]: sensors, luminescent, luminescence | Functional materials [title; electronic, magnetic, and mechanical function]: proton conductivity | Functional materials [abstract; electronic, magnetic, and mechanical function]: proton conductors, proton conductivity | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1002/adma.201702953,Functional materials,N,Article,76,topic rules,False,False,False,,,"Functional materials [title; adsorption, storage, and separation]: adsorbents | Functional materials [abstract; adsorption, storage, and separation]: adsorption, adsorbents, adsorbent | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1002/adma.201704388,Functional materials,Y,Article,77,topic rules,False,False,False,,,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [abstract; adsorption, storage, and separation]: sorption | Functional materials [title; energy conversion and electrochemistry]: co2 photoreduction | Functional materials [abstract; catalytic and environmental performance]: photocatalytic | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
