doi,article_trial_or_failure,article_trial_or_failure_notes,mof_description,mof_name,modification_notes,rationale,based_on_success_index,varied_classes,metal_1,metal_1_abbr,metal_1_amount_text,metal_1_amount_value,metal_1_amount_unit,metal_2,metal_2_abbr,metal_2_amount_text,metal_2_amount_value,metal_2_amount_unit,metal_3,metal_3_abbr,metal_3_amount_text,metal_3_amount_value,metal_3_amount_unit,linker_1,linker_1_abbr,linker_1_amount_text,linker_1_amount_value,linker_1_amount_unit,linker_2,linker_2_abbr,linker_2_amount_text,linker_2_amount_value,linker_2_amount_unit,linker_3,linker_3_abbr,linker_3_amount_text,linker_3_amount_value,linker_3_amount_unit,modulator_1,modulator_1_abbr,modulator_1_amount_text,modulator_1_amount_value,modulator_1_amount_unit,modulator_2,modulator_2_abbr,modulator_2_amount_text,modulator_2_amount_value,modulator_2_amount_unit,solvent_main,solvent_main_abbr,solvent_main_amount_text,solvent_main_ml,solvent_secondary,solvent_secondary_abbr,solvent_secondary_amount_text,solvent_secondary_ml,metel_concnertation,M_L_ratio,temperature_c,temperature_c_text,time_h,time_text,vessel_type,stirring,washing_solvent,washing_cycles,activation_text,activation_temp_c,activation_time_h,crystal_morphology,yield_percent,crystal_size,topology_code,metal_cluster_connectivity,metal_cluster_connectivity_classified,unit_cell_short,pore_diameter_A,BET_surface_area_m2g,air_stable,water_stable,tga_decomposition_temp_c,applications,reference,status,error,crystal_code,additional_original_article_trial_or_failure,additional_trial_flag_source
10.1021/jacs.3c11947,yes,Attempts using MOF-303/MOF-LA2-1(pyrazole) synthesis conditions gave noncrystalline materials.,"an aluminum metal-organic framework with cis corner-shared Al(?2-OH) rod SBU built by organic linker (E,E)-3,3?-(2,5-furandiyl)bis-2-propenoic acid",MOF-LA2-2(furan),"Same reported outcome under MOF-303/MOF-LA2-1(pyrazole)-style procedures: noncrystalline materials. Parameters not specified; represented here as a set of estimated solvothermal temperature/time points (no specifics in article), anchored to this base recipe’s reagents/solvents.","Both MOF-LA2-1(furan) and MOF-LA2-2(furan) failed under MOF-303/MOF-LA2-1(pyrazole)-style procedures, yielding noncrystalline materials. We represent these as solvothermal temperature/time variants (values not specified in article) anchored to each successful base recipe.",2,temperature_c;time_h,Al2(SO4)3,,"0.25 M aqueous solution, 0.961 mL (0.240 mmol)",0.24,mmol,,,,,,,,,,,"(E,E)-3,3′-(2,5-furandiyl)bis-2-propenoic acid",H2FDP,100 mg (0.480 mmol),0.48,mmol,,,,,,,,,,,,,,,,,,,,,dimethylformamide,DMF,400 µL,0.4,water,H2O,639 µL,0.639,600,0.5,120,120.0 °C,4,4.0 h,microwave vessel,static,"H2O, MeOH","H2O 4×, MeOH 3×",dried at room temperature on a Schlenk line,,,light brown powder,82,single crystals ~100 ?m,,cis corner-shared Al(?2-OH) rod SBU,polynuclear cluster SBU,"a=b=27.0 Å, c=10.6 Å, I41md; V=7754.6 Å3",11.1,1269,not_reported,yes,,water_harvesting,10.1021/jacs.3c11947,ok,,,,
10.1021/jacs.3c11947,yes,Attempts using MOF-303/MOF-LA2-1(pyrazole) synthesis conditions gave noncrystalline materials.,"an aluminum metal-organic framework with cis corner-shared Al(?2-OH) rod SBU built by organic linker (E,E)-3,3?-(2,5-furandiyl)bis-2-propenoic acid",MOF-LA2-2(furan),"Same reported outcome under MOF-303/MOF-LA2-1(pyrazole)-style procedures: noncrystalline materials. Parameters not specified; represented here as a set of estimated solvothermal temperature/time points (no specifics in article), anchored to this base recipe’s reagents/solvents.","Both MOF-LA2-1(furan) and MOF-LA2-2(furan) failed under MOF-303/MOF-LA2-1(pyrazole)-style procedures, yielding noncrystalline materials. We represent these as solvothermal temperature/time variants (values not specified in article) anchored to each successful base recipe.",2,temperature_c;time_h,Al2(SO4)3,,"0.25 M aqueous solution, 0.961 mL (0.240 mmol)",0.24,mmol,,,,,,,,,,,"(E,E)-3,3′-(2,5-furandiyl)bis-2-propenoic acid",H2FDP,100 mg (0.480 mmol),0.48,mmol,,,,,,,,,,,,,,,,,,,,,dimethylformamide,DMF,400 µL,0.4,water,H2O,639 µL,0.639,600,0.5,120,120.0 °C,12,12.0 h,microwave vessel,static,"H2O, MeOH","H2O 4×, MeOH 3×",dried at room temperature on a Schlenk line,,,light brown powder,82,single crystals ~100 ?m,,cis corner-shared Al(?2-OH) rod SBU,polynuclear cluster SBU,"a=b=27.0 Å, c=10.6 Å, I41md; V=7754.6 Å3",11.1,1269,not_reported,yes,,water_harvesting,10.1021/jacs.3c11947,ok,,,,
10.1021/jacs.3c11947,yes,Attempts using MOF-303/MOF-LA2-1(pyrazole) synthesis conditions gave noncrystalline materials.,"an aluminum metal-organic framework with cis corner-shared Al(?2-OH) rod SBU built by organic linker (E,E)-3,3?-(2,5-furandiyl)bis-2-propenoic acid",MOF-LA2-2(furan),"Same reported outcome under MOF-303/MOF-LA2-1(pyrazole)-style procedures: noncrystalline materials. Parameters not specified; represented here as a set of estimated solvothermal temperature/time points (no specifics in article), anchored to this base recipe’s reagents/solvents.","Both MOF-LA2-1(furan) and MOF-LA2-2(furan) failed under MOF-303/MOF-LA2-1(pyrazole)-style procedures, yielding noncrystalline materials. We represent these as solvothermal temperature/time variants (values not specified in article) anchored to each successful base recipe.",2,temperature_c;time_h,Al2(SO4)3,,"0.25 M aqueous solution, 0.961 mL (0.240 mmol)",0.24,mmol,,,,,,,,,,,"(E,E)-3,3′-(2,5-furandiyl)bis-2-propenoic acid",H2FDP,100 mg (0.480 mmol),0.48,mmol,,,,,,,,,,,,,,,,,,,,,dimethylformamide,DMF,400 µL,0.4,water,H2O,639 µL,0.639,600,0.5,120,120.0 °C,24,24.0 h,microwave vessel,static,"H2O, MeOH","H2O 4×, MeOH 3×",dried at room temperature on a Schlenk line,,,light brown powder,82,single crystals ~100 ?m,,cis corner-shared Al(?2-OH) rod SBU,polynuclear cluster SBU,"a=b=27.0 Å, c=10.6 Å, I41md; V=7754.6 Å3",11.1,1269,not_reported,yes,,water_harvesting,10.1021/jacs.3c11947,ok,,,,
10.1021/jacs.3c11947,yes,Attempts using MOF-303/MOF-LA2-1(pyrazole) synthesis conditions gave noncrystalline materials.,"an aluminum metal-organic framework with cis corner-shared Al(?2-OH) rod SBU built by organic linker (E,E)-3,3?-(2,5-furandiyl)bis-2-propenoic acid",MOF-LA2-2(furan),"Same reported outcome under MOF-303/MOF-LA2-1(pyrazole)-style procedures: noncrystalline materials. Parameters not specified; represented here as a set of estimated solvothermal temperature/time points (no specifics in article), anchored to this base recipe’s reagents/solvents.","Both MOF-LA2-1(furan) and MOF-LA2-2(furan) failed under MOF-303/MOF-LA2-1(pyrazole)-style procedures, yielding noncrystalline materials. We represent these as solvothermal temperature/time variants (values not specified in article) anchored to each successful base recipe.",2,temperature_c;time_h,Al2(SO4)3,,"0.25 M aqueous solution, 0.961 mL (0.240 mmol)",0.24,mmol,,,,,,,,,,,"(E,E)-3,3′-(2,5-furandiyl)bis-2-propenoic acid",H2FDP,100 mg (0.480 mmol),0.48,mmol,,,,,,,,,,,,,,,,,,,,,dimethylformamide,DMF,400 µL,0.4,water,H2O,639 µL,0.639,600,0.5,150,150.0 °C,4,4.0 h,microwave vessel,static,"H2O, MeOH","H2O 4×, MeOH 3×",dried at room temperature on a Schlenk line,,,light brown powder,82,single crystals ~100 ?m,,cis corner-shared Al(?2-OH) rod SBU,polynuclear cluster SBU,"a=b=27.0 Å, c=10.6 Å, I41md; V=7754.6 Å3",11.1,1269,not_reported,yes,,water_harvesting,10.1021/jacs.3c11947,ok,,,,
10.1021/jacs.3c11947,yes,Attempts using MOF-303/MOF-LA2-1(pyrazole) synthesis conditions gave noncrystalline materials.,"an aluminum metal-organic framework with cis corner-shared Al(?2-OH) rod SBU built by organic linker (E,E)-3,3?-(2,5-furandiyl)bis-2-propenoic acid",MOF-LA2-2(furan),"Same reported outcome under MOF-303/MOF-LA2-1(pyrazole)-style procedures: noncrystalline materials. Parameters not specified; represented here as a set of estimated solvothermal temperature/time points (no specifics in article), anchored to this base recipe’s reagents/solvents.","Both MOF-LA2-1(furan) and MOF-LA2-2(furan) failed under MOF-303/MOF-LA2-1(pyrazole)-style procedures, yielding noncrystalline materials. We represent these as solvothermal temperature/time variants (values not specified in article) anchored to each successful base recipe.",2,temperature_c;time_h,Al2(SO4)3,,"0.25 M aqueous solution, 0.961 mL (0.240 mmol)",0.24,mmol,,,,,,,,,,,"(E,E)-3,3′-(2,5-furandiyl)bis-2-propenoic acid",H2FDP,100 mg (0.480 mmol),0.48,mmol,,,,,,,,,,,,,,,,,,,,,dimethylformamide,DMF,400 µL,0.4,water,H2O,639 µL,0.639,600,0.5,150,150.0 °C,12,12.0 h,microwave vessel,static,"H2O, MeOH","H2O 4×, MeOH 3×",dried at room temperature on a Schlenk line,,,light brown powder,82,single crystals ~100 ?m,,cis corner-shared Al(?2-OH) rod SBU,polynuclear cluster SBU,"a=b=27.0 Å, c=10.6 Å, I41md; V=7754.6 Å3",11.1,1269,not_reported,yes,,water_harvesting,10.1021/jacs.3c11947,ok,,,,
10.1021/jacs.3c11947,yes,Attempts using MOF-303/MOF-LA2-1(pyrazole) synthesis conditions gave noncrystalline materials.,"an aluminum metal-organic framework with cis corner-shared Al(?2-OH) rod SBU built by organic linker (E,E)-3,3?-(2,5-furandiyl)bis-2-propenoic acid",MOF-LA2-2(furan),"Same reported outcome under MOF-303/MOF-LA2-1(pyrazole)-style procedures: noncrystalline materials. Parameters not specified; represented here as a set of estimated solvothermal temperature/time points (no specifics in article), anchored to this base recipe’s reagents/solvents.","Both MOF-LA2-1(furan) and MOF-LA2-2(furan) failed under MOF-303/MOF-LA2-1(pyrazole)-style procedures, yielding noncrystalline materials. We represent these as solvothermal temperature/time variants (values not specified in article) anchored to each successful base recipe.",2,temperature_c;time_h,Al2(SO4)3,,"0.25 M aqueous solution, 0.961 mL (0.240 mmol)",0.24,mmol,,,,,,,,,,,"(E,E)-3,3′-(2,5-furandiyl)bis-2-propenoic acid",H2FDP,100 mg (0.480 mmol),0.48,mmol,,,,,,,,,,,,,,,,,,,,,dimethylformamide,DMF,400 µL,0.4,water,H2O,639 µL,0.639,600,0.5,150,150.0 °C,24,24.0 h,microwave vessel,static,"H2O, MeOH","H2O 4×, MeOH 3×",dried at room temperature on a Schlenk line,,,light brown powder,82,single crystals ~100 ?m,,cis corner-shared Al(?2-OH) rod SBU,polynuclear cluster SBU,"a=b=27.0 Å, c=10.6 Å, I41md; V=7754.6 Å3",11.1,1269,not_reported,yes,,water_harvesting,10.1021/jacs.3c11947,ok,,,,
10.1039/d0dt00145g,yes,No ZIF-8 crystal was observed at high TPA concentration (>1 mmol).,a zinc metal-organic framework built by organic linker 2-methylimidazole,ZIF-8 (TPA),"Direct failures: text and Fig. S2 state “No ZIF-8 crystal was observed at a high concentration of TPA (>1 mmol)”. Time dependence: “The materials were formed only after 2 h” (Fig. 2b), so shorter times yielded no ZIF-8.","For ZIF-8 (NaOH) and ZIF-8 (TPA), failures are tied to TPA loading and time. Text and SI show no ZIF-8 when TPA >1 mmol (Fig. S2) and that ZIF-8 forms only after 2 h (Fig. 2b), implying shorter times fail for the TPA route.",2,modulator_1;time_h,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,"0.8 mL, 0.84 M",0.672,mmol,,,,,,,,,,,2-methylimidazole,Hmim,"8 mL, 3.0 M (24 mmol)",24,mmol,,,,,,,,,,,terephthalic acid,TPA,2.0 mmol,2,mmol,terephthalic acid,TPA,1 mmol (added as a solution in DMF),1,mmol,water,H2O,water added to adjust the final volume to 17 mL,,dimethylformamide,DMF,TPA dissolved in DMF (solution),,,0.03,25,room temperature,1.5,1.5 h,,stirred,ethanol,"2×, 20 mL each",,,,,,1–4 µm (SEM particle size),,,,,,1442,,,,,10.1039/d0dt00145g,ok,,,yes,original_reference_notes
10.1039/d0dt00145g,yes,No ZIF-8 crystal was observed at high TPA concentration (>1 mmol).,a zinc metal-organic framework built by organic linker 2-methylimidazole,ZIF-8 (TPA),Room-temperature ZIF-8 with TPA formed only after 2 h; XRD at 1 h shows only Zn5(OH)8(NO3)2(H2O)2 (no ZIF-8). Representing sub?2 h times as failures with five reasonable values below the stated 2 h threshold (includes the reported 1 h point).,"Negative conditions around ZIF-8 made at room temperature. With TPA present, ZIF-8 formed only after 2 h; shorter times gave only precursor. High TPA (>1 mmol) prevented ZIF-8. Plans include time-threshold failures; TPA-amount failures listed but excluded as modulator-amount-only.",2,time_h,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,"0.8 mL, 0.84 M",0.672,mmol,,,,,,,,,,,2-methylimidazole,Hmim,"8 mL, 3.0 M (24 mmol)",24,mmol,,,,,,,,,,,sodium hydroxide,NaOH,"0.1 mL, 0.1 mmol",0.1,mmol,terephthalic acid,TPA,1 mmol (added as a solution in DMF),1,mmol,water,H2O,water added to adjust the final volume to 17 mL,,dimethylformamide,DMF,TPA dissolved in DMF (solution),,,0.03,25,room temperature,0.5,0.5 h,,stirred,ethanol,"2×, 20 mL each",,,,,,1–4 µm (SEM particle size),,,,,,1442,,,,,10.1039/d0dt00145g,ok,,,,
10.1039/d0dt00145g,yes,No ZIF-8 crystal was observed at high TPA concentration (>1 mmol).,a zinc metal-organic framework built by organic linker 2-methylimidazole,ZIF-8 (TPA),Room-temperature ZIF-8 with TPA formed only after 2 h; XRD at 1 h shows only Zn5(OH)8(NO3)2(H2O)2 (no ZIF-8). Representing sub?2 h times as failures with five reasonable values below the stated 2 h threshold (includes the reported 1 h point).,"Negative conditions around ZIF-8 made at room temperature. With TPA present, ZIF-8 formed only after 2 h; shorter times gave only precursor. High TPA (>1 mmol) prevented ZIF-8. Plans include time-threshold failures; TPA-amount failures listed but excluded as modulator-amount-only.",2,time_h,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,"0.8 mL, 0.84 M",0.672,mmol,,,,,,,,,,,2-methylimidazole,Hmim,"8 mL, 3.0 M (24 mmol)",24,mmol,,,,,,,,,,,sodium hydroxide,NaOH,"0.1 mL, 0.1 mmol",0.1,mmol,terephthalic acid,TPA,1 mmol (added as a solution in DMF),1,mmol,water,H2O,water added to adjust the final volume to 17 mL,,dimethylformamide,DMF,TPA dissolved in DMF (solution),,,0.03,25,room temperature,1,1.0 h,,stirred,ethanol,"2×, 20 mL each",,,,,,1–4 µm (SEM particle size),,,,,,1442,,,,,10.1039/d0dt00145g,ok,,,,
10.1039/d0dt00145g,yes,No ZIF-8 crystal was observed at high TPA concentration (>1 mmol).,a zinc metal-organic framework built by organic linker 2-methylimidazole,ZIF-8 (TPA),Room-temperature ZIF-8 with TPA formed only after 2 h; XRD at 1 h shows only Zn5(OH)8(NO3)2(H2O)2 (no ZIF-8). Representing sub?2 h times as failures with five reasonable values below the stated 2 h threshold (includes the reported 1 h point).,"Negative conditions around ZIF-8 made at room temperature. With TPA present, ZIF-8 formed only after 2 h; shorter times gave only precursor. High TPA (>1 mmol) prevented ZIF-8. Plans include time-threshold failures; TPA-amount failures listed but excluded as modulator-amount-only.",2,time_h,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,"0.8 mL, 0.84 M",0.672,mmol,,,,,,,,,,,2-methylimidazole,Hmim,"8 mL, 3.0 M (24 mmol)",24,mmol,,,,,,,,,,,sodium hydroxide,NaOH,"0.1 mL, 0.1 mmol",0.1,mmol,terephthalic acid,TPA,1 mmol (added as a solution in DMF),1,mmol,water,H2O,water added to adjust the final volume to 17 mL,,dimethylformamide,DMF,TPA dissolved in DMF (solution),,,0.03,25,room temperature,1.25,1.25 h,,stirred,ethanol,"2×, 20 mL each",,,,,,1–4 µm (SEM particle size),,,,,,1442,,,,,10.1039/d0dt00145g,ok,,,,
10.1039/d0dt00145g,yes,No ZIF-8 crystal was observed at high TPA concentration (>1 mmol).,a zinc metal-organic framework built by organic linker 2-methylimidazole,ZIF-8 (TPA),Room-temperature ZIF-8 with TPA formed only after 2 h; XRD at 1 h shows only Zn5(OH)8(NO3)2(H2O)2 (no ZIF-8). Representing sub?2 h times as failures with five reasonable values below the stated 2 h threshold (includes the reported 1 h point).,"Negative conditions around ZIF-8 made at room temperature. With TPA present, ZIF-8 formed only after 2 h; shorter times gave only precursor. High TPA (>1 mmol) prevented ZIF-8. Plans include time-threshold failures; TPA-amount failures listed but excluded as modulator-amount-only.",2,time_h,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,"0.8 mL, 0.84 M",0.672,mmol,,,,,,,,,,,2-methylimidazole,Hmim,"8 mL, 3.0 M (24 mmol)",24,mmol,,,,,,,,,,,sodium hydroxide,NaOH,"0.1 mL, 0.1 mmol",0.1,mmol,terephthalic acid,TPA,1 mmol (added as a solution in DMF),1,mmol,water,H2O,water added to adjust the final volume to 17 mL,,dimethylformamide,DMF,TPA dissolved in DMF (solution),,,0.03,25,room temperature,1.5,1.5 h,,stirred,ethanol,"2×, 20 mL each",,,,,,1–4 µm (SEM particle size),,,,,,1442,,,,,10.1039/d0dt00145g,ok,,,,
10.1039/d0dt00145g,yes,No ZIF-8 crystal was observed at high TPA concentration (>1 mmol).,a zinc metal-organic framework built by organic linker 2-methylimidazole,ZIF-8 (TPA),Room-temperature ZIF-8 with TPA formed only after 2 h; XRD at 1 h shows only Zn5(OH)8(NO3)2(H2O)2 (no ZIF-8). Representing sub?2 h times as failures with five reasonable values below the stated 2 h threshold (includes the reported 1 h point).,"Negative conditions around ZIF-8 made at room temperature. With TPA present, ZIF-8 formed only after 2 h; shorter times gave only precursor. High TPA (>1 mmol) prevented ZIF-8. Plans include time-threshold failures; TPA-amount failures listed but excluded as modulator-amount-only.",2,time_h,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,"0.8 mL, 0.84 M",0.672,mmol,,,,,,,,,,,2-methylimidazole,Hmim,"8 mL, 3.0 M (24 mmol)",24,mmol,,,,,,,,,,,sodium hydroxide,NaOH,"0.1 mL, 0.1 mmol",0.1,mmol,terephthalic acid,TPA,1 mmol (added as a solution in DMF),1,mmol,water,H2O,water added to adjust the final volume to 17 mL,,dimethylformamide,DMF,TPA dissolved in DMF (solution),,,0.03,25,room temperature,1.75,1.75 h,,stirred,ethanol,"2×, 20 mL each",,,,,,1–4 µm (SEM particle size),,,,,,1442,,,,,10.1039/d0dt00145g,ok,,,,
10.1021/ic3016673,yes,Direct mixing of K2[M(SCN)4] with Fe(II)-pz (MeOH/H2O) gave highly insoluble microcrystalline powders; single crystals required slow diffusion.,an iron metal-organic framework with flat {Fe[Pd(SCN)4]} layers pillared by pyrazine (3D) built by organic linker pyrazine,{Fe(pz)[Pd(SCN)4]} (2),"Against the base recipe for 2, use the MeOH/H2O solvent pair reported for the direct-mixing trials: adding aqueous K2[M(SCN)4] (M = Pd or Pt) into methanolic Fe–pz (1:1) gave highly insoluble microcrystalline powders with no identified crystalline product. Mixing vs. slow diffusion cannot be encoded; solvents are captured. Pt salt included per text; its amount taken equal to Pd in the base.",Targets {Fe(MeOH)2[Pd(SCN)4]}·pz (1a) and {Fe(pz)[Pd(SCN)4]} (2) via slow diffusion. Direct addition of aqueous K2[M(SCN)4] to methanolic Fe–pz (1:1) gave insoluble microcrystalline powders; MeOH diffusion yielded 1a (alternate to 2). We capture the direct-mixing outcome against base 2; alternate-phase cases are excluded.,2,solvent_main;solvent_secondary,Fe(BF4)2·6H2O,,0.06 mmol,0.06,mmol,dipotassium tetrathiocyanopalladate(II,,0.047 mmol,0.047,mmol,,,,,,pyrazine,pz,0.06 mmol,0.06,mmol,,,,,,,,,,,ascorbic acid,,a few crystals,,,,,,,,methanol,MeOH,,,water,H2O,,,,1,25,RT,672,~4 weeks,H-shaped diffusion glass vessel (10 mL),static,,,,,,orange single crystals,10,0.04 × 0.08 × 0.08 mm,,flat {Fe[Pd(SCN)4]} layers pillared by pyrazine (3D),pillared layer connectivity,"tetragonal P4/m; a=8.6730(11) Å, c=7.2010(7) Å, V=541.67(11) Å3",,,not_reported,not_reported,,,10.1021/ic3016673,ok,,,,
10.1021/ic3016673,yes,Direct mixing of K2[M(SCN)4] with Fe(II)-pz (MeOH/H2O) gave highly insoluble microcrystalline powders; single crystals required slow diffusion.,an iron metal-organic framework with flat {Fe[Pd(SCN)4]} layers pillared by pyrazine (3D) built by organic linker pyrazine,{Fe(pz)[Pd(SCN)4]} (2),"Against the base recipe for 2, use the MeOH/H2O solvent pair reported for the direct-mixing trials: adding aqueous K2[M(SCN)4] (M = Pd or Pt) into methanolic Fe–pz (1:1) gave highly insoluble microcrystalline powders with no identified crystalline product. Mixing vs. slow diffusion cannot be encoded; solvents are captured. Pt salt included per text; its amount taken equal to Pd in the base.",Targets {Fe(MeOH)2[Pd(SCN)4]}·pz (1a) and {Fe(pz)[Pd(SCN)4]} (2) via slow diffusion. Direct addition of aqueous K2[M(SCN)4] to methanolic Fe–pz (1:1) gave insoluble microcrystalline powders; MeOH diffusion yielded 1a (alternate to 2). We capture the direct-mixing outcome against base 2; alternate-phase cases are excluded.,2,metal_2;solvent_main;solvent_secondary,Fe(BF4)2·6H2O,,0.06 mmol,0.06,mmol,dipotassium tetrathiocyanoplatinate(II,,0.047 mmol,0.047,mmol,,,,,,pyrazine,pz,0.06 mmol,0.06,mmol,,,,,,,,,,,ascorbic acid,,a few crystals,,,,,,,,methanol,MeOH,,,water,H2O,,,,1,25,RT,672,~4 weeks,H-shaped diffusion glass vessel (10 mL),static,,,,,,orange single crystals,10,0.04 × 0.08 × 0.08 mm,,flat {Fe[Pd(SCN)4]} layers pillared by pyrazine (3D),pillared layer connectivity,"tetragonal P4/m; a=8.6730(11) Å, c=7.2010(7) Å, V=541.67(11) Å3",,,not_reported,not_reported,,,10.1021/ic3016673,ok,,,,
10.1002/anie.201406484,yes,"Without Zn precursor, almost no solid matter appeared.",a zinc metal-organic framework built by organic linker terephthalic acid,Zn/Ni-MOF-2,"Article states DMAC/EtOH mixed solvent is indispensable for Zn/Ni?MOF?2 NAHNs; SI (S7, S11) shows that in the absence of ethanol (DMAC only) solid nanocubes form instead. Represented by removing ethanol (solvent_secondary = null).",Negative conditions for Zn/Ni-MOF-2 NAHNs: omitting Zn gave almost no solid; removing ethanol (DMAC-only) prevented NAHN formation; and shorter times (1–1.5 h) gave mixed/off-target phases. Cases forming Zn?MOF?5 (a named alternate MOF) were excluded.,1,solvent_secondary,Zn(NO3)2·6H2O,,35 mg,0.160933,mmol,Ni(acac)2,Ni(acac)2,52 mg,52,mg,,,,,,terephthalic acid,H2BDC,16.8 mg,0.101126,mmol,,,,,,,,,,,,,,,,,,,,,"N,N-dimethylacetamide",DMAc,"DMAC/EtOH 25.6 mL total, v/v = 5:3",16,,,,,10,,150,150 °C,3,3 h,40 mL Teflon-lined stainless-steel autoclave,"stirred 10 min at RT, then static","DMAC, ethanol",several times,120 °C for 6 h (degassed before gas sorption),120,6,nanosheet-assembled hollow nanocubes,,edge length 400–600 nm,,,,,,309,not_reported,no,300,,10.1002/anie.201406484,ok,,,,
